t,x,tf
5.9073844,0.52,0.9746156
5.9173965,0.52,0.975455
5.927409,0.52,0.97633106
5.937422,0.52,0.97724277
5.9474344,0.52,0.9781892
5.9574466,0.52,0.9791692
5.967459,0.52,0.9801821
5.977472,0.52,0.981227
5.9874845,0.52,0.982303
5.9974966,0.52,0.9834094
6.007509,0.52,0.96938515
6.017522,0.52,0.95752865
6.0275345,0.52,0.9477059
6.0375466,0.52,0.9397856
6.0475593,0.52,0.93364006
6.057572,0.52,0.9291469
6.0675845,0.52,0.9261883
6.0775967,0.52,0.9246523
6.0876093,0.52,0.92443234
6.097622,0.52,0.925428
6.1076345,0.52,0.92754453
6.1176467,0.52,0.93069273
6.1276593,0.52,0.934789
6.137672,0.52,0.93975484
6.1476846,0.52,0.9455169
6.1576967,0.52,0.9520065
6.1677094,0.52,0.9591592
6.177722,0.52,0.9669148
6.1877346,0.52,0.9752163
6.1977468,0.52,0.98401076
6.2077594,0.52,0.9932473
6.217772,0.52,1.002878
6.2277846,0.52,1.0128571
6.237797,0.52,1.0231415
6.24781,0.52,1.0336916
6.2578225,0.52,1.0444715
6.267835,0.52,1.0554496
6.2778473,0.52,1.0665975
6.28786,0.52,1.0778888
6.2978725,0.52,1.0892996
6.307885,0.52,1.1008061
6.3178973,0.52,1.1123853
6.32791,0.52,1.1240149
6.3379226,0.52,1.1356727
6.347935,0.52,1.1473382
6.3579473,0.52,1.1589923
6.36796,0.52,1.1706184
6.3779726,0.52,1.1822026
6.387985,0.52,1.1937335
6.3979974,0.52,1.2052027
6.40801,0.52,1.2166048
6.4180226,0.52,1.2279361
6.4280353,0.52,1.2391964
6.4380474,0.52,1.2503862
6.44806,0.52,1.2615082
6.4580727,0.52,1.2725652
6.4680853,0.52,1.2835621
6.4780974,0.52,1.2945021
6.48811,0.52,1.3053904
6.4981227,0.52,1.3162307
6.5081353,0.52,1.3270266
6.5181475,0.52,1.3377814
6.52816,0.52,1.3484976
6.5381727,0.52,1.3591775
6.5481853,0.52,1.3698217
6.5581975,0.52,1.3804309
6.56821,0.52,1.3910052
6.5782228,0.52,1.4015435
6.5882354,0.52,1.4120444
6.5982475,0.52,1.422506
6.60826,0.52,1.4329259
6.618273,0.52,1.443301
6.6282854,0.52,1.4536281
6.6382976,0.52,1.4639032
6.6483107,0.52,1.4741225
6.6583233,0.52,1.4842818
6.668336,0.52,1.494376
6.678348,0.52,1.5044008
6.6883607,0.52,1.5143511
6.6983733,0.52,1.5242217
6.708386,0.52,1.5340072
6.718398,0.52,1.5437022
6.7284107,0.52,1.5533015
6.7384233,0.52,1.5627991
6.748436,0.52,1.5721895
6.758448,0.52,1.581467
6.7684608,0.52,1.5906258
6.7784734,0.52,1.5996603
6.788486,0.52,1.6085646
6.798498,0.52,1.6173327
6.808511,0.52,1.625959
6.8185234,0.52,1.6344378
6.828536,0.52,1.6427631
6.838548,0.52,1.6509292
6.848561,0.52,1.6589309
6.8585734,0.52,1.666762
6.868586,0.52,1.6744171
6.878598,0.52,1.6818908
6.888611,0.52,1.6891776
6.8986235,0.52,1.6962724
6.908636,0.52,1.7031693
6.9186482,0.52,1.7098639
6.928661,0.52,1.7163504
6.9386735,0.52,1.7226245
6.948686,0.52,1.7286811
6.9586983,0.52,1.7345154
6.968711,0.52,1.7401229
6.9787235,0.52,1.7454994
6.988736,0.52,1.7506404
6.9987483,0.52,1.7555419
7.008761,0.52,1.7238129
7.0187736,0.52,1.6937922
7.028786,0.52,1.6653857
7.0387983,0.52,1.6385046
7.048811,0.52,1.6130645
7.0588236,0.52,1.5889856
7.068836,0.52,1.5661924
7.0788484,0.52,1.5446134
7.088861,0.52,1.5241809
7.0988736,0.52,1.5048311
7.1088862,0.52,1.4865032
7.1188984,0.52,1.46914
7.128911,0.52,1.4526871
7.1389236,0.52,1.4370931
7.1489363,0.52,1.4223095
7.1589484,0.52,1.4082903
7.168961,0.52,1.3949919
7.1789737,0.52,1.3823731
7.1889863,0.52,1.370395
7.1989985,0.52,1.3590205
7.209011,0.52,1.3482149
7.2190237,0.52,1.3379451
7.2290363,0.52,1.3281801
7.2390485,0.52,1.3188901
7.249061,0.52,1.3100474
7.2590737,0.52,1.3016254
7.2690864,0.52,1.2935991
7.2790985,0.52,1.285945
7.289111,0.52,1.2786409
7.299124,0.52,1.2716655
7.3091364,0.52,1.2649988
7.3191485,0.52,1.2586222
7.329161,0.52,1.2525177
7.339174,0.52,1.2466687
7.3491864,0.52,1.2410591
7.3591986,0.52,1.235674
7.3692117,0.52,1.2304993
7.3792243,0.52,1.2255213
7.389237,0.52,1.2207278
7.399249,0.52,1.2161067
7.4092617,0.52,1.2116468
7.4192743,0.52,1.2073376
7.429287,0.52,1.2031691
7.439299,0.52,1.1991318
7.4493117,0.52,1.1952171
7.4593244,0.52,1.1914166
7.469337,0.52,1.1877223
7.479349,0.52,1.1841271
7.489362,0.52,1.1806238
7.4993744,0.52,1.1772059
7.509387,0.52,1.1738676
7.519399,0.52,1.1706029
7.529412,0.52,1.1674066
7.5394244,0.52,1.1642736
7.549437,0.52,1.1611991
7.559449,0.52,1.1581788
7.569462,0.52,1.1552087
7.5794744,0.52,1.1522847
7.589487,0.52,1.1494035
7.599499,0.52,1.1465614
7.609512,0.52,1.1437554
7.6195245,0.52,1.1409829
7.629537,0.52,1.1382409
7.6395493,0.52,1.1355271
7.649562,0.52,1.1328392
7.6595745,0.52,1.130175
7.669587,0.52,1.1275325
7.6795993,0.52,1.12491
7.689612,0.52,1.1223059
7.6996245,0.52,1.1197186
7.709637,0.52,1.1171467
7.7196493,0.52,1.1145892
7.729662,0.52,1.1120448
7.7396746,0.52,1.1095126
7.749687,0.52,1.1069915
7.7596993,0.52,1.104481
7.769712,0.52,1.1019801
7.7797246,0.52,1.0994883
7.789737,0.52,1.097005
7.7997494,0.52,1.09453
7.809762,0.52,1.0920626
7.8197746,0.52,1.0896027
7.8297873,0.52,1.0871501
7.8397994,0.52,1.0847044
7.8498125,0.52,1.0822656
7.859825,0.52,1.0798336
7.8698378,0.52,1.0774084
7.87985,0.52,1.07499
7.8898625,0.52,1.0725784
7.899875,0.52,1.0701739
7.909888,0.52,1.0677766
7.9199,0.52,1.0653864
7.9299126,0.52,1.063004
7.939925,0.52,1.0606292
7.949938,0.52,1.0582625
7.95995,0.52,1.055904
7.9699626,0.52,1.0535543
7.979975,0.52,1.0512135
7.989988,0.52,1.048882
8.0,0.52,1.0291647
0.0,0.53999996,1.0
0.010012516,0.53999996,0.99980485
0.020025032,0.53999996,0.9994738
0.030037548,0.53999996,0.9990609
0.040050063,0.53999996,0.998615
0.05006258,0.53999996,0.9981802
0.060075097,0.53999996,0.9977957
0.07008761,0.53999996,0.9974969
0.08010013,0.53999996,0.9973151
0.09011264,0.53999996,0.9972774
0.10012516,0.53999996,0.9974076
0.11013767,0.53999996,0.9977266
0.12015019,0.53999996,0.9982516
0.1301627,0.53999996,0.9989973
0.14017522,0.53999996,0.99997604
0.15018773,0.53999996,1.001197
0.16020025,0.53999996,1.0026679
0.17021278,0.53999996,1.0043938
0.18022528,0.53999996,1.0063787
0.1902378,0.53999996,1.0086237
0.20025031,0.53999996,1.0111297
0.21026284,0.53999996,1.0138954
0.22027534,0.53999996,1.0169182
0.23028786,0.53999996,1.0201946
0.24030039,0.53999996,1.0237204
0.2503129,0.53999996,1.0274901
0.26032543,0.53999996,1.0315064
0.27033794,0.53999996,1.0357944
0.28035045,0.53999996,1.0404152
0.29036295,0.53999996,1.0454756
0.3003755,0.53999996,1.0511276
0.310388,0.53999996,1.0575565
0.3204005,0.53999996,1.0649608
0.330413,0.53999996,1.073529
0.34042555,0.53999996,1.0834143
0.35043806,0.53999996,1.0947176
0.36045057,0.53999996,1.1074743
0.37046307,0.53999996,1.1216506
0.3804756,0.53999996,1.1371471
0.39048812,0.53999996,1.1538088
0.40050063,0.53999996,1.1714381
0.41051313,0.53999996,1.1898098
0.42052567,0.53999996,1.2086862
0.43053818,0.53999996,1.227832
0.44055068,0.53999996,1.2470244
0.4505632,0.53999996,1.2660632
0.46057573,0.53999996,1.2847754
0.47058824,0.53999996,1.3030193
0.48060077,0.53999996,1.3206853
0.49061328,0.53999996,1.3376943
0.5006258,0.53999996,1.3539956
0.5106383,0.53999996,1.3695643
0.52065086,0.53999996,1.3843964
0.5306634,0.53999996,1.3985057
0.5406759,0.53999996,1.4119194
0.5506884,0.53999996,1.4246742
0.5607009,0.53999996,1.4368143
0.5707134,0.53999996,1.4483879
0.5807259,0.53999996,1.4594446
0.5907384,0.53999996,1.4700342
0.600751,0.53999996,1.4802049
0.6107635,0.53999996,1.490002
0.620776,0.53999996,1.4994684
0.6307885,0.53999996,1.5086426
0.640801,0.53999996,1.5175595
0.6508135,0.53999996,1.5262502
0.660826,0.53999996,1.5347415
0.67083853,0.53999996,1.5430568
0.6808511,0.53999996,1.5512164
0.6908636,0.53999996,1.5592366
0.7008761,0.53999996,1.567132
0.7108886,0.53999996,1.5749133
0.72090113,0.53999996,1.5825895
0.73091364,0.53999996,1.590168
0.74092615,0.53999996,1.5976537
0.75093865,0.53999996,1.6050503
0.7609512,0.53999996,1.6123604
0.7709637,0.53999996,1.6195847
0.78097624,0.53999996,1.626724
0.79098874,0.53999996,1.6337773
0.80100125,0.53999996,1.6407437
0.81101376,0.53999996,1.6476212
0.82102627,0.53999996,1.6544076
0.8310388,0.53999996,1.6611
0.84105134,0.53999996,1.6676959
0.85106385,0.53999996,1.6741915
0.86107635,0.53999996,1.6805838
0.87108886,0.53999996,1.686869
0.88110137,0.53999996,1.6930435
0.8911139,0.53999996,1.6991031
0.9011264,0.53999996,1.7050446
0.9111389,0.53999996,1.7108636
0.92115146,0.53999996,1.7165563
0.93116397,0.53999996,1.7221186
0.9411765,0.53999996,1.7275469
0.951189,0.53999996,1.7328371
0.96120155,0.53999996,1.7379851
0.97121406,0.53999996,1.7429876
0.98122656,0.53999996,1.7478406
0.9912391,0.53999996,1.7525406
1.0012516,0.53999996,1.7041774
1.0112641,0.53999996,1.6583079
1.0212766,0.53999996,1.6148062
1.0312891,0.53999996,1.5735524
1.0413016,0.53999996,1.5344331
1.0513141,0.53999996,1.4973409
1.0613266,0.53999996,1.4621735
1.0713391,0.53999996,1.428834
1.0813516,0.53999996,1.3972301
1.0913641,0.53999996,1.3672751
1.1013767,0.53999996,1.338886
1.1113892,0.53999996,1.3119842
1.1214018,0.53999996,1.2864952
1.1314143,0.53999996,1.2623483
1.1414268,0.53999996,1.2394764
1.1514393,0.53999996,1.2178161
1.1614518,0.53999996,1.1973066
1.1714643,0.53999996,1.1778909
1.1814768,0.53999996,1.1595147
1.1914895,0.53999996,1.1421262
1.2015018,0.53999996,1.1256766
1.2115144,0.53999996,1.1101196
1.2215269,0.53999996,1.095411
1.2315394,0.53999996,1.0815091
1.2415519,0.53999996,1.0683743
1.2515644,0.53999996,1.0559688
1.2615769,0.53999996,1.0442572
1.2715895,0.53999996,1.0332055
1.281602,0.53999996,1.0227817
1.2916145,0.53999996,1.0129552
1.301627,0.53999996,1.0036973
1.3116395,0.53999996,0.9949804
1.321652,0.53999996,0.9867786
1.3316646,0.53999996,0.97906727
1.3416771,0.53999996,0.97182286
1.3516896,0.53999996,0.9650233
1.3617022,0.53999996,0.9586474
1.3717147,0.53999996,0.95267534
1.3817272,0.53999996,0.94708806
1.3917397,0.53999996,0.9418676
1.4017522,0.53999996,0.93699694
1.4117647,0.53999996,0.93245983
1.4217772,0.53999996,0.9282411
1.4317899,0.53999996,0.924326
1.4418023,0.53999996,0.9207008
1.4518148,0.53999996,0.9173524
1.4618273,0.53999996,0.9142684
1.4718398,0.53999996,0.91143686
1.4818523,0.53999996,0.9088468
1.4918648,0.53999996,0.9064876
1.5018773,0.53999996,0.9043491
1.5118899,0.53999996,0.9024218
1.5219024,0.53999996,0.9006966
1.531915,0.53999996,0.899165
1.5419275,0.53999996,0.8978188
1.55194,0.53999996,0.8966503
1.5619525,0.53999996,0.8956522
1.571965,0.53999996,0.8948174
1.5819775,0.53999996,0.89413947
1.59199,0.53999996,0.89361215
1.6020025,0.53999996,0.89322937
1.612015,0.53999996,0.8929856
1.6220275,0.53999996,0.8928755
1.63204,0.53999996,0.89289397
1.6420525,0.53999996,0.8930362
1.652065,0.53999996,0.89329755
1.6620775,0.53999996,0.89367384
1.67209,0.53999996,0.8941608
1.6821027,0.53999996,0.89475465
1.6921152,0.53999996,0.89545155
1.7021277,0.53999996,0.89624804
1.7121402,0.53999996,0.8971408
1.7221527,0.53999996,0.8981266
1.7321652,0.53999996,0.8992024
1.7421777,0.53999996,0.9003654
1.7521904,0.53999996,0.90161276
1.7622027,0.53999996,0.90294194
1.7722152,0.53999996,0.90435046
1.7822278,0.53999996,0.905836
1.7922403,0.53999996,0.90739626
1.8022528,0.53999996,0.90902907
1.8122653,0.53999996,0.91073245
1.8222778,0.53999996,0.9125044
1.8322904,0.53999996,0.914343
1.8423029,0.53999996,0.9162466
1.8523154,0.53999996,0.91821337
1.8623279,0.53999996,0.92024183
1.8723404,0.53999996,0.9223303
1.882353,0.53999996,0.9244774
1.8923655,0.53999996,0.9266815
1.902378,0.53999996,0.9289414
1.9123905,0.53999996,0.9312557
1.9224031,0.53999996,0.933623
1.9324156,0.53999996,0.93604225
1.9424281,0.53999996,0.93851215
1.9524406,0.53999996,0.9410316
1.9624531,0.53999996,0.9435994
1.9724656,0.53999996,0.94621456
1.9824781,0.53999996,0.9488759
1.9924908,0.53999996,0.95158243
2.0025032,0.53999996,0.9398915
2.0125158,0.53999996,0.930356
2.0225282,0.53999996,0.92283064
2.0325408,0.53999996,0.91717523
2.0425532,0.53999996,0.91325617
2.0525658,0.53999996,0.91094583
2.0625782,0.53999996,0.9101234
2.0725908,0.53999996,0.91067505
2.0826032,0.53999996,0.9124934
2.0926158,0.53999996,0.91547745
2.1026282,0.53999996,0.9195328
2.1126409,0.53999996,0.924571
2.1226532,0.53999996,0.93050927
2.1326659,0.53999996,0.9372703
2.1426783,0.53999996,0.94478196
2.152691,0.53999996,0.9529764
2.1627035,0.53999996,0.9617903
2.1727161,0.53999996,0.9711641
2.1827285,0.53999996,0.9810413
2.1927412,0.53999996,0.9913687
2.2027535,0.53999996,1.0020955
2.2127662,0.53999996,1.0131726
2.2227786,0.53999996,1.0245547
2.2327912,0.53999996,1.0362002
2.2428036,0.53999996,1.0480725
2.2528162,0.53999996,1.0601392
2.2628286,0.53999996,1.072372
2.2728412,0.53999996,1.0847437
2.2828536,0.53999996,1.0972298
2.2928662,0.53999996,1.1098043
2.3028786,0.53999996,1.1224426
2.3128912,0.53999996,1.1351194
2.3229036,0.53999996,1.1478115
2.3329163,0.53999996,1.1604967
2.3429286,0.53999996,1.1731544
2.3529413,0.53999996,1.185768
2.3629537,0.53999996,1.1983237
2.3729663,0.53999996,1.2108108
2.3829787,0.53999996,1.2232226
2.3929913,0.53999996,1.2355549
2.4030037,0.53999996,1.2478067
2.4130163,0.53999996,1.2599789
2.4230287,0.53999996,1.2720742
2.4330413,0.53999996,1.2840971
2.4430537,0.53999996,1.2960525
2.4530663,0.53999996,1.3079456
2.4630787,0.53999996,1.3197818
2.4730914,0.53999996,1.3315665
2.483104,0.53999996,1.3433044
2.4931166,0.53999996,1.3549998
2.503129,0.53999996,1.3666557
2.5131416,0.53999996,1.378275
2.523154,0.53999996,1.3898593
2.5331666,0.53999996,1.40141
2.543179,0.53999996,1.4129268
2.5531917,0.53999996,1.4244093
2.563204,0.53999996,1.4358562
2.5732167,0.53999996,1.4472661
2.583229,0.53999996,1.4586358
2.5932417,0.53999996,1.4699626
2.603254,0.53999996,1.481243
2.6132667,0.53999996,1.492473
2.623279,0.53999996,1.5036482
2.6332917,0.53999996,1.5147638
2.643304,0.53999996,1.5258155
2.6533167,0.53999996,1.5367974
2.6633291,0.53999996,1.5477043
2.6733418,0.53999996,1.5585309
2.6833541,0.53999996,1.5692712
2.6933668,0.53999996,1.5799193
2.7033792,0.53999996,1.5904695
2.7133918,0.53999996,1.6009153
2.7234044,0.53999996,1.6112508
2.733417,0.53999996,1.6214696
2.7434294,0.53999996,1.6315653
2.753442,0.53999996,1.6415318
2.7634544,0.53999996,1.6513627
2.773467,0.53999996,1.6610516
2.7834795,0.53999996,1.670592
2.793492,0.53999996,1.6799779
2.8035045,0.53999996,1.6892025
2.813517,0.53999996,1.6982601
2.8235295,0.53999996,1.7071437
2.833542,0.53999996,1.7158476
2.8435545,0.53999996,1.7243652
2.8535671,0.53999996,1.732691
2.8635795,0.53999996,1.7408185
2.8735921,0.53999996,1.7487419
2.8836045,0.53999996,1.7564554
2.8936172,0.53999996,1.763953
2.9036295,0.53999996,1.7712294
2.9136422,0.53999996,1.778279
2.9236546,0.53999996,1.7850962
2.9336672,0.53999996,1.7916759
2.9436796,0.53999996,1.798013
2.9536922,0.53999996,1.8041025
2.9637046,0.53999996,1.8099395
2.9737172,0.53999996,1.8155196
2.9837296,0.53999996,1.8208379
2.9937422,0.53999996,1.8258904
3.0037546,0.53999996,1.797828
3.0137672,0.53999996,1.7712946
3.0237796,0.53999996,1.7462026
3.0337923,0.53999996,1.722469
3.043805,0.53999996,1.7000152
3.0538175,0.53999996,1.6787671
3.06383,0.53999996,1.6586543
3.0738425,0.53999996,1.6396105
3.083855,0.53999996,1.6215729
3.0938675,0.53999996,1.6044819
3.10388,0.53999996,1.5882816
3.1138926,0.53999996,1.5729187
3.123905,0.53999996,1.5583429
3.1339176,0.53999996,1.5445068
3.14393,0.53999996,1.5313655
3.1539426,0.53999996,1.5188764
3.163955,0.53999996,1.5069996
3.1739676,0.53999996,1.495697
3.18398,0.53999996,1.4849328
3.1939926,0.53999996,1.4746732
3.204005,0.53999996,1.464886
3.2140176,0.53999996,1.455541
3.22403,0.53999996,1.4466099
3.2340426,0.53999996,1.4380654
3.244055,0.53999996,1.4298823
3.2540677,0.53999996,1.4220364
3.26408,0.53999996,1.414505
3.2740927,0.53999996,1.4072666
3.2841053,0.53999996,1.4003013
3.294118,0.53999996,1.39359
3.3041303,0.53999996,1.3871144
3.314143,0.53999996,1.3808578
3.3241553,0.53999996,1.3748044
3.334168,0.53999996,1.3689388
3.3441803,0.53999996,1.3632473
3.354193,0.53999996,1.3577163
3.3642054,0.53999996,1.3523333
3.374218,0.53999996,1.3470867
3.3842304,0.53999996,1.3419653
3.394243,0.53999996,1.3369589
3.4042554,0.53999996,1.3320575
3.414268,0.53999996,1.3272521
3.4242804,0.53999996,1.3225342
3.434293,0.53999996,1.3178958
3.4443054,0.53999996,1.3133292
3.454318,0.53999996,1.3088276
3.4643304,0.53999996,1.3043844
3.474343,0.53999996,1.2999934
3.4843554,0.53999996,1.295649
3.494368,0.53999996,1.2913461
3.5043805,0.53999996,1.2870795
3.514393,0.53999996,1.2828448
3.5244055,0.53999996,1.2786378
3.534418,0.53999996,1.2744545
3.5444305,0.53999996,1.2702913
3.5544431,0.53999996,1.2661451
3.5644555,0.53999996,1.2620126
3.5744681,0.53999996,1.2578913
3.5844805,0.53999996,1.2537783
3.5944932,0.53999996,1.2496717
3.6045058,0.53999996,1.2455692
3.6145184,0.53999996,1.2414691
3.6245308,0.53999996,1.2373697
3.6345434,0.53999996,1.2332692
3.6445558,0.53999996,1.2291666
3.6545684,0.53999996,1.2250606
3.6645808,0.53999996,1.2209502
3.6745934,0.53999996,1.2168348
3.6846058,0.53999996,1.2127134
3.6946185,0.53999996,1.2085856
3.7046309,0.53999996,1.2044508
3.7146435,0.53999996,1.2003088
3.7246559,0.53999996,1.1961592
3.7346685,0.53999996,1.1920022
3.744681,0.53999996,1.1878372
3.7546935,0.53999996,1.1836649
3.764706,0.53999996,1.1794851
3.7747185,0.53999996,1.175298
3.784731,0.53999996,1.171104
3.7947435,0.53999996,1.1669034
3.804756,0.53999996,1.1626966
3.8147686,0.53999996,1.1584841
3.824781,0.53999996,1.1542665
3.8347936,0.53999996,1.1500443
3.8448062,0.53999996,1.1458182
3.8548188,0.53999996,1.1415889
3.8648312,0.53999996,1.137357
3.8748438,0.53999996,1.1331234
3.8848562,0.53999996,1.1288887
3.8948689,0.53999996,1.1246539
3.9048812,0.53999996,1.1204197
3.9148939,0.53999996,1.116187
3.9249063,0.53999996,1.1119566
3.9349189,0.53999996,1.1077296
3.9449313,0.53999996,1.1035067
3.954944,0.53999996,1.0992891
3.9649563,0.53999996,1.0950773
3.974969,0.53999996,1.0908726
3.9849813,0.53999996,1.0866759
3.994994,0.53999996,1.0824882
4.005006,0.53999996,1.0608865
4.0150185,0.53999996,1.0413742
4.025031,0.53999996,1.0238755
4.0350432,0.53999996,1.0083063
4.045056,0.53999996,0.9945777
4.0550685,0.53999996,0.98259676
4.065081,0.53999996,0.9722688
4.0750933,0.53999996,0.9634991
4.0851064,0.53999996,0.95619327
4.095119,0.53999996,0.95025903
4.1051316,0.53999996,0.9456064
4.115144,0.53999996,0.94214875
4.1251564,0.53999996,0.93980217
4.135169,0.53999996,0.9384872
4.1451817,0.53999996,0.93812776
4.155194,0.53999996,0.93865204
4.1652064,0.53999996,0.93999213
4.175219,0.53999996,0.94208384
4.1852317,0.53999996,0.94486684
4.195244,0.53999996,0.9482843
4.2052565,0.53999996,0.9522834
4.215269,0.53999996,0.9568137
4.2252817,0.53999996,0.9618284
4.235294,0.53999996,0.967283
4.2453065,0.53999996,0.9731359
4.255319,0.53999996,0.9793475
4.2653317,0.53999996,0.98588955
4.275344,0.53999996,0.9927584
4.2853565,0.53999996,0.99999017
4.295369,0.53999996,1.0076693
4.305382,0.53999996,1.0159292
4.315394,0.53999996,1.0249383
4.325407,0.53999996,1.0348816
4.3354197,0.53999996,1.0459343
4.3454323,0.53999996,1.0582391
4.3554444,0.53999996,1.0718867
4.365457,0.53999996,1.0869026
4.3754697,0.53999996,1.1032447
4.3854823,0.53999996,1.120806
4.3954945,0.53999996,1.1394243
4.405507,0.53999996,1.1588967
4.4155197,0.53999996,1.1789932
4.4255323,0.53999996,1.1994742
4.4355445,0.53999996,1.2201025
4.445557,0.53999996,1.2406564
4.4555697,0.53999996,1.2609371
4.4655824,0.53999996,1.2807752
4.4755945,0.53999996,1.3000337
4.485607,0.53999996,1.3186083
4.49562,0.53999996,1.3364265
4.5056324,0.53999996,1.3534445
4.5156446,0.53999996,1.369644
4.525657,0.53999996,1.3850286
4.53567,0.53999996,1.399619
4.5456824,0.53999996,1.4134494
4.5556946,0.53999996,1.4265637
4.565707,0.53999996,1.4390124
4.57572,0.53999996,1.4508492
4.5857325,0.53999996,1.4621292
4.5957446,0.53999996,1.4729071
4.605757,0.53999996,1.4832356
4.61577,0.53999996,1.4931643
4.6257825,0.53999996,1.502739
4.6357946,0.53999996,1.5120016
4.6458073,0.53999996,1.5209898
4.65582,0.53999996,1.529737
4.6658325,0.53999996,1.5382718
4.6758447,0.53999996,1.5466197
4.6858573,0.53999996,1.5548021
4.69587,0.53999996,1.5628371
4.7058825,0.53999996,1.5707396
4.7158947,0.53999996,1.5785216
4.7259073,0.53999996,1.586193
4.73592,0.53999996,1.5937613
4.7459326,0.53999996,1.6012323
4.7559447,0.53999996,1.60861
4.7659574,0.53999996,1.6158977
4.77597,0.53999996,1.6230959
4.7859826,0.53999996,1.6302056
4.7959948,0.53999996,1.6372266
4.8060074,0.53999996,1.6441575
4.81602,0.53999996,1.6509969
4.8260326,0.53999996,1.6577425
4.836045,0.53999996,1.6643916
4.8460574,0.53999996,1.6709416
4.85607,0.53999996,1.6773891
4.8660827,0.53999996,1.6837307
4.876095,0.53999996,1.689963
4.8861074,0.53999996,1.6960821
4.89612,0.53999996,1.7020844
4.9061327,0.53999996,1.707966
4.916145,0.53999996,1.713723
4.9261575,0.53999996,1.7193516
4.93617,0.53999996,1.7248479
4.9461827,0.53999996,1.7302079
4.956195,0.53999996,1.7354279
4.9662075,0.53999996,1.7405038
4.97622,0.53999996,1.7454324
4.9862328,0.53999996,1.7502095
4.996245,0.53999996,1.7548314
5.0062575,0.53999996,1.7063522
5.01627,0.53999996,1.6603739
5.026283,0.53999996,1.6167698
5.036295,0.53999996,1.5754201
5.0463076,0.53999996,1.5362111
5.05632,0.53999996,1.4990348
5.066333,0.53999996,1.4637885
5.076345,0.53999996,1.4303752
5.0863576,0.53999996,1.3987026
5.09637,0.53999996,1.3686833
5.106383,0.53999996,1.3402344
5.116395,0.53999996,1.3132768
5.1264076,0.53999996,1.2877358
5.1364202,0.53999996,1.2635406
5.146433,0.53999996,1.2406241
5.156445,0.53999996,1.2189221
5.1664577,0.53999996,1.1983743
5.1764703,0.53999996,1.1789232
5.186483,0.53999996,1.1605144
5.196495,0.53999996,1.1430961
5.206508,0.53999996,1.1266191
5.216521,0.53999996,1.1110369
5.2265334,0.53999996,1.0963056
5.2365456,0.53999996,1.082383
5.246558,0.53999996,1.0692295
5.256571,0.53999996,1.0568074
5.2665834,0.53999996,1.0450809
5.2765956,0.53999996,1.034016
5.286608,0.53999996,1.0235806
5.296621,0.53999996,1.013744
5.3066335,0.53999996,1.0044775
5.3166456,0.53999996,0.99575335
5.3266582,0.53999996,0.98754567
5.336671,0.53999996,0.97982955
5.3466835,0.53999996,0.9725816
5.3566957,0.53999996,0.9657796
5.3667083,0.53999996,0.95940244
5.376721,0.53999996,0.95343
5.3867335,0.53999996,0.9478433
5.3967457,0.53999996,0.94262433
5.4067583,0.53999996,0.93775594
5.416771,0.53999996,0.933222
5.4267836,0.53999996,0.929007
5.4367957,0.53999996,0.92509645
5.446809,0.53999996,0.9214765
5.4568214,0.53999996,0.918134
5.466834,0.53999996,0.9150564
5.476846,0.53999996,0.91223204
5.486859,0.53999996,0.90964967
5.4968715,0.53999996,0.9072985
5.506884,0.53999996,0.90516865
5.5168962,0.53999996,0.9032504
5.526909,0.53999996,0.9015348
5.5369215,0.53999996,0.90001315
5.546934,0.53999996,0.89867735
5.5569463,0.53999996,0.89751965
5.566959,0.53999996,0.8965326
5.5769715,0.53999996,0.89570934
5.586984,0.53999996,0.8950432
5.5969963,0.53999996,0.89452785
5.607009,0.53999996,0.89415747
5.6170216,0.53999996,0.8939263
5.627034,0.53999996,0.8938291
5.6370463,0.53999996,0.89386064
5.647059,0.53999996,0.8940162
5.6570716,0.53999996,0.89429116
5.667084,0.53999996,0.89468116
5.6770964,0.53999996,0.8951821
5.687109,0.53999996,0.89579
5.6971216,0.53999996,0.8965012
5.7071342,0.53999996,0.8973121
5.7171464,0.53999996,0.8982194
5.727159,0.53999996,0.89921993
5.7371716,0.53999996,0.9003106
5.7471843,0.53999996,0.9014885
5.7571964,0.53999996,0.9027509
5.767209,0.53999996,0.90409523
5.7772217,0.53999996,0.90551895
5.7872343,0.53999996,0.90701973
5.7972465,0.53999996,0.9085953
5.807259,0.53999996,0.9102435
5.8172717,0.53999996,0.9119623
5.8272843,0.53999996,0.9137497
5.8372965,0.53999996,0.9156039
5.847309,0.53999996,0.917523
5.8573217,0.53999996,0.91950536
5.8673344,0.53999996,0.9215494
5.8773465,0.53999996,0.9236534
5.887359,0.53999996,0.925816
5.897372,0.53999996,0.9280357
5.9073844,0.53999996,0.9303111
5.9173965,0.53999996,0.9326408
5.927409,0.53999996,0.9350236
5.937422,0.53999996,0.9374582
5.9474344,0.53999996,0.9399434
5.9574466,0.53999996,0.942478
5.967459,0.53999996,0.94506097
5.977472,0.53999996,0.94769114
5.9874845,0.53999996,0.95036745
5.9974966,0.53999996,0.9530888
6.007509,0.53999996,0.94178593
6.017522,0.53999996,0.93260664
6.0275345,0.53999996,0.925408
6.0375466,0.53999996,0.92005223
6.0475593,0.53999996,0.9164077
6.057572,0.53999996,0.9143489
6.0675845,0.53999996,0.9137569
6.0775967,0.53999996,0.91451925
6.0876093,0.53999996,0.9165302
6.097622,0.53999996,0.9196904
